id,name,parentid,x,y,z,description,shortname,catchment,fgroup,fcst_pp,esp,hefs,snowupdate,spatial_display,gage,gage_fcst,precip,nwm,snotel,snowcourse
MIKA2,MIKA2,,-151.64,66.58,580,Minnkokut snow course,MIKA2,,Alaska,,,,,,Y,,Y,,,Y
MINA2,MINA2,,-131.22,55.63,1900,Mint Creek Ridge snow course,MINA2,,Alaska,,,,,,Y,,Y,,,Y
MITH1,Mililani,,-158.001,21.465,0,,MITH1,,Hawaii,,,,,,Y,,Y,,,
MKAH1,MKAH1,,-159.715278,22.130556,545,Makaha Ridge,MKAH1,,Hawaii,,,,,,Y,,Y,,,
MKHH1,MKHH1,,-158.183,21.504,286.28,Makaha Stream,MKHH1,,Hawaii,,,,,,Y,,Y,Y,,
MKLA2,McKinley River RAWS,,-151.641667,63.648611,256,RAWS site near Minchumina,MKLA2,,Tanana,,,,,,Y,,Y,,,
MKLH1,MKLH1,,-159.649,21.975,5.488,Makaweli River,MKLH1,,Hawaii,,,,,,Y,,Y,Y,,
MKPH1,Makapulapai,,-157.112,21.203,0,,MKPH1,,Hawaii,,,,,,Y,,Y,,,
MKRH1,Makua Range,,-158.226,21.529,0,,MKRH1,,Hawaii,,,,,,Y,,Y,,,
MKSH1,MKSH1,,-157.837,21.297,3.049,Makiki Stream - King,MKSH1,,Hawaii,,,,,,Y,,Y,Y,,
MKUH1,Mauka Reservoir,,-159.469,21.941,0,,MKUH1,,Hawaii,,,,,,Y,,Y,,,
MLBH1,Mauna Loa Obs Stn,,-155.579,19.539,0,,MLBH1,,Hawaii,,,,,,Y,,Y,,,
MLCA2,MLCA2,,-156.683056,59.844167,76.2,USGS gage - Mulchatna River abv Stuyahok River,MLCA2,,Southwest,,,,,,Y,Y,Y,,,
MLDH1,MLDH1,,-159.3375,22.183333,85.3,Moloaa Dairy,MLDH1,,Hawaii,,,,,,Y,,Y,,,
MLKH1,Molokai 1,,-156.947,21.115,0,,MLKH1,,Hawaii,,,,,,Y,,Y,,,
MLRA2,MLRA2,,-154.28,59.08,140,Mcneil River SGS SNOTEL,MLRA2,,Bradley,,,,,,Y,,Y,,Y,
MMAA2,Max's Mountain Snotel,,-149.080556,60.948611,1005.8,NRCS Snotel site nr Girdwood,MMAA2,,Anch,,,,,,Y,,Y,,Y,
MNBA2,MNBA2,,-134.584444,58.404167,21.6,NWS Wireweight - Mendenhall River at back loop bridge,MNBA2,,Southeast,,,,,,Y,Y,Y,,,
MNCA2,MNCA2,,-145.870556,65.078333,563.9,Monument Creek Snotel,MNCA2,,Tanana,,,,,,Y,,Y,,Y,
MNDA2,MNDA2,,-134.572778,58.429722,18.3,USGS gage - Mendenhall Lake,MNDA2,,Southeast,,,,,,Y,Y,Y,,,
MNFA2,MNFA2,,-147.616667,63.3,826,Monahan Flat Snotel,MNFA2,,Matsu,,,,,,Y,,Y,,Y,
MNHA2,MNHA2,,-147.65,63.31,2710,Monahan Flat SNOTEL,MNHA2,,Matsu,,,,,,Y,,Y,,Y,
MNLH1,Manoa Lyon Arboretum,,-157.8,21.333,0,,MNLH1,,Hawaii,,,,,,Y,,Y,,,
MNPA2,Mentasta Pass,,-143.333333,62.966667,0,RWIS site at Tok cutoff,MNPA2,,Tanana,,,,,,Y,,Y,,,
MNRH1,MNRH1,,-159.762222,22.029444,26.2,Mana RAWS,MNRH1,,Hawaii,,,,,,Y,,Y,,,
MNSH1,MNSH1,,-157.813,21.293,11.585,Manoa Stream - Kanewai,MNSH1,,Hawaii,,,,,,Y,,Y,Y,,
MNTA2,MNTA2,,-143.67,62.9,2430,Mentasta Pass snowcourse,MNTA2,,Alaska,,,,,,Y,,Y,,,Y
MNWH1,MNWH1,,-157.809,21.308,39.634,Manoa Stream - Woodlawn,MNWH1,,Hawaii,,,,,,Y,,Y,Y,,
MOAH1,Moanalua,,-157.88,21.374,0,,MOAH1,,Hawaii,,,,,,Y,,Y,,,
MOGA2,Mother Goose Lake RAWS,,-157.278056,57.179167,0,RAWS site on AK Peninsula,MOGA2,,S_West,,,,,,Y,,Y,,,
MOGH1,Moanalua,,-157.9,21.39,1000,,MOGH1,,Hawaii,,,,,,Y,,Y,,,
MONA2,MONA2,,-150.053333,62.108889,74.7,USGS gage - Montana Creek at Parks Hwy,MONA2,,Matsu,,,,,,Y,Y,Y,,,
MONQ9,MONQ9,,-134.73,60.13,3350,Montana Mountain snowcourse,MONQ9,,Alaska,,,,,,Y,,Y,,,Y
MOOSE,Moose River MAP area,,-150.44,60.6,111.3,Moose River nr Sterling MAP,MOOSE,,Kenai,,,,,,Y,,Y,,,
MOPA2,MOPA2,,-149.433333,60.5,147.8,Moose Pass snowcourse,MOPA2,,Kenai,,,,,,Y,,Y,,,Y
MORA2,MORA2,,-148.996667,61.377778,640.1,Moraine Snotel,MORA2,,Matsu,,,,,,Y,,Y,,Y,
MORQ9,MORQ9,,-132.12,60,2700,Morley Lake Bridge snowcourse,MORQ9,,Alaska,,,,,,Y,,Y,,,Y
MOSH1,Moanalua Stream nr Kaneohe,,-155.842,21.367,0,,MOSH1,,Hawaii,,,,,,Y,,Y,,,
MPAA2,Trail River LARC,,-149.366667,60.4,140.2,NWS LARC nr Moose Pass,MPAA2,,Kenai,,,,,,Y,,Y,,,
MPTA2,MPTA2,,-149.373056,60.431944,140.2,NWS Staff gage - Trail River nr Lawing,MPTA2,,Kenai,,,,,,Y,Y,Y,,,
MREA2,MREA2,,-135.21,59.59,2250,Moore Creek Bridge SNOTEL,MREA2,,Southeast,,,,,,Y,,Y,,Y,
MRGA2,MRGA2,,-148.725833,64.008889,563.9,USGS gage - Marguerite Creek nr Healy,MRGA2,,Tanana,,,,,,Y,,Y,,,
MSCA2,Mirror Lake Scout Camp,,-149.405,61.421111,0,ANC Coop site nr Peters Creek,MSCA2,,Anch,,,,,,Y,,Y,,,
MSNA2,MSNA2,,-146.63,62.83,3100,Monsoon Lake snowcourse,MSNA2,,Alaska,,,,,,Y,,Y,,,Y
MSOA2,MSOA2,,-146.206944,64.853611,944.9,Munson Ridge Snotel,MSOA2,,Tanana,,,,,,Y,,Y,,Y,
MTBQ9,MTBQ9,,-136.23,62.03,3395,Mt Berdoe snowcourse,MTBQ9,,Alaska,,,,,,Y,,Y,,,Y
MTLA2,MTLA2,,-158.82,63.69,380,Menotl Creek snow course,MTLA2,,Alaska,,,,,,Y,,Y,,,Y
MTMQ9,MTMQ9,,-135.13,60.65,3600,Mt McIntyre B snowcourse,MTMQ9,,Alaska,,,,,,Y,,Y,,,Y
MTNQ9,MTNQ9,,-137.05,62.03,3350,Mount Nansen snowcourse,MTNQ9,,Alaska,,,,,,Y,,Y,,,Y
MTRA2,MTRA2,,-146.15,65.25,853.4,Mt Ryan Snotel,MTRA2,,Tanana,,,,,,Y,,Y,,Y,
MTVH1,Mountain View,,-155.113,19.552,0,,MTVH1,,Hawaii,,,,,,Y,,Y,,,
MUDA2,MUDA2,,-153.09,64.73,855,Little Mud River snow course,MUDA2,,Alaska,,,,,,Y,,Y,,,Y
MULA2,MULA2,,-155.8947,60.3944,480.1,NWS modeled basin - Mulchatna River nr Marabou Landing,MULA2,,S_West,,,,,,,Y,Y,,,
MWSH1,MWSH1,,-157.767,21.364,24.39,Makawao Stream,MWSH1,,Hawaii,,,,,,Y,,Y,Y,,
MXYA2,MXYA2,,-142.940556,61.434167,406.9,NWS Wireweight - Kennicott River nr McCarthy,MXYA2,,Copper,,,,,,Y,Y,Y,Y,,
MYCA2,Meyers Chuck COOP,,-132.15,55.44,9.1,JNU Coop site nr Ketchikan,MYCA2,,Southeast,,,,,,Y,,Y,,,
NABA2,NABA2,,-142.169722,62.791389,550.8,FWS gage - Nabesna River nr Northway,NABA2,,Tanana,,,,,,Y,Y,Y,,,
NCHA2,NCHA2,,-141.53,61.01,2643,Notch snow course,NCHA2,,Alaska,,,,,,Y,,Y,,,Y
NCKA2,Ninilchik RAWS,,-151.665556,60.043333,39.6,RAWS site nr Ninilchik,NCKA2,,Kenai,,,,,,Y,,Y,,,
NDHA2,North Douglas Hwy at MP 4,,-134.491111,58.327778,0,RWIS site SE of Juneau,NDHA2,,Southeast,,,,,,Y,,Y,,,
NEAA2,Nenana RAWS,,-148.83,64.58,121.9,RAWS site,NEAA2,,Tanana,,,,,,Y,,Y,,,
NEBA2,NEBA2,,-141.958889,62.981667,515.1,NWS Slope gage - Nabesna River at Northway village,NEBA2,,Tanana,,,,,,Y,Y,Y,,,
NEDA2,Northeast Anchorage,,-149.727778,61.204444,92.1,ANC Mesonet site,NEDA2,,Anch,,,,,,Y,,Y,,,
NENH1,Nene Cabin,,-155.614,19.256,0,,NENH1,,Hawaii,,,,,,Y,,Y,,,
NESA2,Nenana Snotel,,-148.901944,64.6875,127.1,NRCS Snotel site,NESA2,,Tanana,,,,,,Y,,Y,,Y,
NGBA2,NGBA2,,-150.93,62.52,2010,Nugget Bench snowcourse,NGBA2,,Alaska,,,,,,Y,,Y,,,Y
NHLA2,NHLA2,,-154.866389,59.947778,0,NWS Slope gage - Newhalen River nr Nondalton (inactive),NHLA2,,S_West,,,,,,Y,,Y,,,
NHSH1,NHSH1,,-157.913,21.372,18.293,North Halawa Stream,NHSH1,,Hawaii,,,,,,Y,,Y,Y,,
NIC,NIC_IMS Location,,0,0,,NIC IMS Grids,NIC,,,,,,,,Y,,Y,,,
NILA2,Ninilchik Hillside,,-151.2525,60.0575,427.6,ANC Mesonet site,NILA2,,Anch,,,,,,Y,,Y,,,
NINA2,NINA2,,-151.664722,60.048333,9.1,NWS Wireweight - Ninilchik River at Ninilchik,NINA2,,Kenai,,,,,,Y,Y,Y,,,
NINQ2,NINQ2,,-129.95,56.77,2120,Ningunsaw Pass snowcourse,NINQ2,,Alaska,,,,,,Y,,Y,,,Y
NIRQ9,NIRQ9,,-139.048611,62.208056,762,WSC gage - Nisling River blw Onion Creek (YT),NIRQ9,,Yuk_Can,,,,,,Y,Y,Y,,,
NIUH1,Niu Valley,,-157.73,21.29,65,,NIUH1,,Hawaii,,,,,,Y,,Y,,,
NIXA2,NIXA2,,-155.62,63.27,508,Nixon Fork Kuskokwim snow course,NIXA2,,Alaska,,,,,,Y,,Y,,,Y
NKOA2,Innoko Flats RAWS,,-158.843333,63.39,283.5,RAWS site in Innoko NWR,NKOA2,,Midyukon,,,,,,Y,,Y,,,
NKRA2,NKRA2,,-150.683333,59.666667,381,Nuka River Snotel,NKRA2,,Bradley,,,,,,Y,,Y,,Y,
NLHA2,West Northern Lights,,-149.959444,61.191667,0,ANC Mesonet site,NLHA2,,Anch,,,,,,Y,,Y,,,
NLIH1,NLIH1,,-155.154,19.767,469.512,Honolii Str. Nr Papaikou,NLIH1,,Hawaii,,,,,,Y,,Y,Y,,
NLKA2,New Lake RAWS nr Beaver,,-148.025,66.154167,142.6,RAWS site nr Beaver,NLKA2,,Tanana,,,,,,Y,,Y,,,
NMIA2,NMIA2,,-158.24,64.62,140,Ninemile Island snow course,NMIA2,,Alaska,,,,,,Y,,Y,,,Y
NOCA2,NOCA2,,-147.037778,65.363056,509,USGS gage - Nome Creek abv Ophir Cr abv Beaver Cr,NOCA2,,Northsl,,,,,,Y,,Y,,,
NOLA2,NOLA2,,-152.37,66.25,560,Nolitna snow course,NOLA2,,Alaska,,,,,,Y,,Y,,,Y
NOPA2,North Pole - KJNP,,-147.333333,64.75,144.8,FAI Coop site,NOPA2,,Tanana,,,,,,Y,,Y,,,
NOWA2,NOWA2,,-154.54,64.7,205,Lower Nowitna River snow course,NOWA2,,Alaska,,,,,,Y,,Y,,,Y
NRBA2,Ninilchik RWIS,,-151.656389,60.048056,0,RWIS site,NRBA2,,Kenai,,,,,,Y,,Y,,,
NRDA2,NRDA2,,-158.187778,59.935556,99.1,USGS gage - Nuyakuk River nr Dillingham,NRDA2,,S_West,,,,,,Y,Y,Y,,,
NRKA2,NRKA2,,-157.285556,59.728889,57.9,NWS Slope gage - Nushagak River at Koliganek,NRKA2,,S_West,,,,,,Y,,Y,,,
NRNA2,NRNA2,,-141.652778,65.239722,259.1,USGS gage - Nation River nr Nation (discontinued),NRNA2,,Porcupine,,,,,,Y,,Y,,,
NRUA2,Norutak Lake RAWS,,-154.328889,66.833056,243.8,RAWS site nr Bettles,NRUA2,,Koyukuk,,,,,,Y,,Y,,,
NSHA2,NSHA2,,-157.473056,59.349167,27.4,NWS Slope gage - Nushagak River at Ekwok,NSHA2,,S_West,,,,,,Y,Y,Y,,,
NUIA2,NUIA2,,-151.869167,70.270556,0,USGS gage - Fish Creek nr Nuiqsut,NUIA2,,Northsl,,,,,,Y,,Y,,,
NUKA2,NUKA2,,-150.72,59.7,1250,Nuka Glacier snowcourse and snotel ,NUKA2,,Bradley,,,,,,Y,,Y,,,Y
NULA2,NULA2,,-158.079167,64.727222,35.1,NWS Slope gage - Yukon River at Nulato,NULA2,,Midyukon,,,,,,Y,Y,Y,,,
NURH1,Nuuanu Reservoir,,-157.837,21.34,0,,NURH1,,Hawaii,,,,,,Y,,Y,,,
NUUH1,Nuuanu Upper,,-157.822,21.349,0,,NUUH1,,Hawaii,,,,,,Y,,Y,,,
OBRA2,OBRA2,,-141.416944,64.315833,394.7,NWS Wireweight - O'Brien Creek at Taylor Hwy,OBRA2,,Fortym,,,,,,Y,,Y,,,
OBUA2,OBUA2,,-156.866667,66.916667,44.2,NWS Slope gage - Kobuk River at Kobuk,OBUA2,,Northsl,,,,,,Y,,Y,,,
OCRQ9,OCRQ9,,-139.6964,67.6344,300,Old Crow River (YT),OCRQ9,,Porcupine,,,,,,Y,Y,Y,,,
OFRH1,Oahu Forest NWR,,-157.9,21.446,0,,OFRH1,,Hawaii,,,,,,Y,,Y,,,
OFSH1,Olomana Fire Station,,-157.751,21.378,0,,OFSH1,,Hawaii,,,,,,Y,,Y,,,
OHGH1,OHGH1,,-156.055,20.671,128.049,Oheo Gulch,OHGH1,,Hawaii,,,,,,Y,,Y,Y,,
OKLA2,Oklahoma RAWS,,-145.251667,64.021667,0,RAWS site nr Fairbanks,OKLA2,,Tanana,,,,,,Y,,Y,,,
OKNH1,Okinawa Reservoir,,-159.365,22.006,0,,OKNH1,,Hawaii,,,,,,Y,,Y,,,
OLBH1,OLBH1,,-159.399,22.079,139.634,LB Opaekaa Stream,OLBH1,,Hawaii,,,,,,Y,,Y,Y,,
OLDQ9,OLDQ9,,-139.85,67.57,980,Old Crow snowcourse,OLDQ9,,Alaska,,,,,,Y,,Y,,,Y
OMAH1,OMAH1,,-159.4767,21.9075,73.2,Omao,OMAH1,,Hawaii,,,,,,Y,,Y,,,
OPAH1,OPAH1,,-158,21.562,341.463,Opaeula Stream,OPAH1,,Hawaii,,,,,,Y,,Y,Y,,
OPSH1,OPSH1,,-158.102,21.581,1.22,Opaeula Stream Nr Haleiwa,OPSH1,,Hawaii,,,,,,Y,,Y,Y,,
OSHA2,OSHA2,,-147.33,62.33,3150,Upper Oshetna River snow course,OSHA2,,Alaska,,,,,,Y,,Y,,,
OUZA2,Ouzinkie,,-152.5,57.933333,12.2,ANC Coop site,OUZA2,,Anch,,,,,,Y,,Y,,,
P36,Maalaea Bay,,-156.517,20.8,0,,P36,,Hawaii,,,,,,Y,,Y,,,
PAAK,Atka,,-174.206111,52.220278,0,Metar site,PAAK,,S_West,,,,,,Y,,Y,,,
PAAP,Port Alexander,,-134.644444,56.25,3.7,Metar site,PAAP,,Southeast,,,,,,Y,,Y,,,
PAAQ,Palmer,,-149.091667,61.596111,70.7,Metar site,PAAQ,,Matsu,,,,,,Y,,Y,,,
PABA,Barter Island,,-143.583333,70.133333,1.5,Metar site,PABA,,Northsl,,,,,,Y,,Y,,,
PABE,Bethel,,-161.826389,60.785833,45.7,Metar site,PABE,,S_West,,,,,,Y,,Y,,,
PABI,Delta Junction,,-145.6925,63.993611,388.3,Metar site,PABI,,Tanana,,,,,,Y,,Y,,,
PABL,Buckland,,-161.123333,65.978333,9.1,Metar site,PABL,,Copper,,,,,,Y,,Y,,,
PABN,Nabesna,,-143,62.4,884.2,Metar site,PABN,,Tanana,,,,,,Y,,Y,,,
PABR,Barrow Airport,,-156.778056,71.284167,4,Metar site,PABR,,Northsl,,,,,,Y,,Y,,,
PABT,PABT,,-151.525,66.915,196.3,Bettles,PABT,,Koyukuk,,,,,,Y,,Y,,,
PABV,Birchwood,,-149.480556,61.408333,29.3,Metar site,PABV,,Anch,,,,,,Y,,Y,,,
PACD,Cold Bay,,-162.727778,55.220833,31.4,Metar site,PACD,,S_West,,,,,,Y,,Y,,,
PACH1,Palisades,,-157.945,21.43,0,,PACH1,,Hawaii,,,,,,Y,,Y,,,
PACM,Scammon Bay,,-165.5775,61.814722,4.3,Metar site,PACM,,S_West,,,,,,Y,,Y,,,
PACR,Circle City,,-144.066667,65.833333,182.3,Metar site,PACR,,Upyukon,,,,,,Y,,Y,,,
PACV,Cordova,,-145.475,60.491667,12.5,Metar site,PACV,,Copper,,,,,,Y,,Y,,,
PACZ,Cape Romanzof,,-166,61.770833,139.3,Metar site,PACZ,,S_West,,,,,,Y,,Y,,,
PADE,Deering,,-162.758333,66.070556,4.6,Metar site,PADE,,Northsl,,,,,,Y,,Y,,,
PADK,Adak,,-176.616667,51.883333,5.5,Metar site,PADK,,S_West,,,,,,Y,,Y,,,
PADL,Dillingham,,-158.503333,59.045,26.2,Metar site,PADL,,S_West,,,,,,Y,,Y,,,
PADM,Marshall,,-162.039167,61.866944,31.4,Metar site,PADM,,S_West,,,,,,Y,,Y,,,
PADQ,Kodiak,,-152.485556,57.751111,33.8,Metar site,PADQ,,S_West,,,,,,Y,,Y,,,
PADT,Slana,,-143.983333,62.7,668.1,Metar site,PADT,,Copper,,,,,,Y,,Y,,,
PADU,Dutch Harbor,,-166.543333,53.9,3.7,Metar site,PADU,,S_West,,,,,,Y,,Y,,,
PAEC,Chulitna River Lodge,,-149.9,62.816667,426.7,Metar site,PAEC,,Matsu,,,,,,Y,,Y,,,
PAED,Elmendorf AFB,,-149.8,61.25,58.5,Metar site,PAED,,Anch,,,,,,Y,,Y,,,
PAEG,Eagle,,-141.160556,64.776389,268.2,Metar site,PAEG,,Upyukon,,,,,,Y,,Y,,,
PAEH,Cape Newenham,,-162.070833,58.65,164.9,Metar site,PAEH,,S_West,,,,,,Y,,Y,,,
PAEI,Eielson AFB,,-147.1,64.666667,166.7,Metar site,PAEI,,Tanana,,,,,,Y,,Y,,,
PAEL,Elfin Cove,,-136.343056,58.194444,6.1,Metar site,PAEL,,Southeast,,,,,,Y,,Y,,,
PAEM,Emmonak,,-164.5,62.766667,3.1,Metar site,PAEM,,S_West,,,,,,Y,,Y,,,
PAEN,Kenai,,-151.239167,60.579722,28,Metar site,PAEN,,Tanana,,,,,,Y,,Y,,,
PAFA,Fairbanks Airport,,-147.876111,64.803889,138.4,Metar site,PAFA,,Tanana,,,,,,Y,,Y,,,
PAFB,Fort Wainwright,,-147.645833,64.836111,136.6,Metar site,PAFB,,Tanana,,,,,,Y,,Y,,,
PAFC,Anchorage NWS,,-149.982778,61.156389,40.2,Metar site,PAFC,,Anch,,,,,,Y,,Y,,,
PAFE,Kake,,-133.943333,56.973333,29.6,Metar site,PAFE,,Southeast,,,,,,Y,,Y,,,
PAFH1,Puu Alii,,-156.902,21.141,0,,PAFH1,,Hawaii,,,,,,Y,,Y,,,
PAFK,Farewell Lake,,-153.616667,62.533333,323.1,Metar site,PAFK,,Matsu,,,,,,Y,,Y,,,
PAFM,Ambler,,-157.851667,67.106667,36.6,Metar site,PAFM,,Northsl,,,,,,Y,,Y,,,
PAFS,Nikolai,,-154.36,63.02,125.9,Metar site,PAFS,,Kuskokwim,,,,,,Y,,Y,,,
PAGA,Galena,,-156.934444,64.736667,36.6,Metar site,PAGA,,Midyukon,,,,,,Y,,Y,,,
PAGB,Galbraith Lake,,-149.5,68.483333,813.8,Metar site,PAGB,,Northsl,,,,,,Y,,Y,,,
PAGH1,Paauau Gulch at Pahala,,-155.477,19.207,0,,PAGH1,,Hawaii,,,,,,Y,,Y,,,
PAGK,Gulkana,,-145.451667,62.155,478.5,Metar site,PAGK,,Copper,,,,,,Y,,Y,,,
PAGL,Golovin,,-163.033333,64.55,23.5,Metar site,PAGL,,S_West,,,,,,Y,,Y,,,
PAGM,Gambell,,-171.733333,63.766667,9.1,Metar site,PAGM,,S_West,,,,,,Y,,Y,,,
PAGN,Angoon,,-134.59,57.5,0,Metar site,PAGN,,Southeast,,,,,,Y,,Y,,,
PAGS,Gustavus,,-135.705,58.425,11,Metar site,PAGS,,Southeast,,,,,,Y,,Y,,,
PAGY,Skagway,,-135.323056,59.455278,13.4,Metar site,PAGY,,Southeast,,,,,,Y,,Y,,,
PAHC,Holy Cross,,-159.789167,62.200278,21.3,Metar site,PAHC,,S_West,,,,,,Y,,Y,,,
PAHL,Huslia,,-156.351111,65.6975,64.9,Metar site,PAHL,,Koyukuk,,,,,,Y,,Y,,,
PAHN,Haines Landing Strip,,-135.509444,59.243889,4.9,Metar site,PAHN,,Southeast,,,,,,Y,,Y,,,
PAHO,Homer,,-151.487222,59.6425,22.3,Metar site,PAHO,,Kenai,,,,,,Y,,Y,,,
PAHP,Hooper Bay,,-166.145,61.525,138.4,Metar site,PAHP,,S_West,,,,,,Y,,Y,,,
PAHV,Healy,,-149.016667,63.883333,454.2,Metar site,PAHV,,Tanana,,,,,,Y,,Y,,,
PAHY,Hydaburg,,-132.826667,55.206667,15.2,Metar site,PAHY,,Southeast,,,,,,Y,,Y,,,
PAHZ,Hayes River,,-152.083333,61.983333,304.8,Metar site,PAHZ,,Matsu,,,,,,Y,,Y,,,
PAIG,Igiugig,,-155.916667,59.333333,45.7,Metar site,PAIG,,S_West,,,,,,Y,,Y,,,
PAII,Egegik,,-157.375,58.208333,15.2,Metar site,PAII,,S_West,,,,,,Y,,Y,,,
PAIL,Iliamna,,-154.909167,59.749167,63.1,Metar site,PAIL,,S_West,,,,,,Y,,Y,,,
PAIM,Indian Mountain,,-153.691667,65.994444,371.9,Metar site,PAIM,,Midyukon,,,,,,Y,,Y,,,
PAIN,McKinley Park,,-148.910556,63.7325,524.3,Metar site,PAIN,,Tanana,,,,,,Y,,Y,,,
PAJC,Chignik,,-158.373889,56.311389,15.2,Metar site,PAJC,,S_West,,,,,,Y,,Y,,,
PAJK,Juneau WFO,,-134.569444,58.400278,0,Metar site,PAJK,,Southeast,,,,,,Y,,Y,,,
PAJN,Juneau,,-134.5625,58.356111,7.3,Metar site,PAJN,,Southeast,,,,,,Y,,Y,,,
PAJV,Sutton,,-148.883333,61.716667,167.6,Metar site,PAJV,,Matsu,,,,,,Y,,Y,,,
PAJZ,Koliganek,,-157.26,59.73,82,Metar site,PAJZ,,S_West,,,,,,Y,,Y,,,
PAKH1,PAKH1,,-159.602778,21.896111,7.3,Port Allen,PAKH1,,Hawaii,,,,,,Y,,Y,,,
PAKI,Kipnuk Airport,,-164.03,59.93,3.4,Metar site,PAKI,,S_West,,,,,,Y,,Y,,,
PAKK,Koyuk,,-161.155,64.935,33.5,Metar site,PAKK,,Northsl,,,,,,Y,,Y,,,
PAKN,King Salmon,,-156.653889,58.683611,14.9,Metar site,PAKN,,S_West,,,,,,Y,,Y,,,
PAKP,Anaktuvuk Pass,,-151.735,68.135,643.1,Metar site,PAKP,,Northsl,,,,,,Y,,Y,,,
PAKT,Ketchikan,,-131.7225,55.353056,29.3,Metar site,PAKT,,Southeast,,,,,,Y,,Y,,,
PAKU,Kuparuk,,-149.583333,70.316667,19.5,Metar site,PAKU,,Northsl,,,,,,Y,,Y,,,
PAKV,Kaltag,,-158.733056,64.324167,61,Metar site,PAKV,,Midyukon,,,,,,Y,,Y,,,
PAKW,Klawock,,-133.076111,55.576111,15.2,Metar site,PAKW,,Southeast,,,,,,Y,,Y,,,
PALA2,Wasilla Creek at Hyer Road,,-149.266667,61.566667,45.7,ANC Coop site,PALA2,,Matsu,,,,,,Y,,Y,,,
PALG,Kalskag,,-160.34,61.54,16.8,Metar site,PALG,,Kuskokwim,,,,,,Y,,Y,,,
PALH,Lake Hood,,-149.963611,61.178056,40.2,Metar site,PALH,,Anch,,,,,,Y,,Y,,,
PALJ,Port Alsworth,,-154.3,60.2,79.2,Metar site,PALJ,,S_West,,,,,,Y,,Y,,,
PALK,Snowshoe Lake,,-146.7,62.033333,701.3,Metar site,PALK,,Matsu,,,,,,Y,,Y,,,
PALP,Deadhorse,,-150.933333,70.333333,0,Metar site,PALP,,Northsl,,,,,,Y,,Y,,,
PALR,Chandalar Lake,,-148.5,67.516667,577.6,Metar site,PALR,,Northsl,,,,,,Y,,Y,,,
PALU,Cape Lisburne,,-166.116667,68.883333,3.7,Metar site,PALU,,Northsl,,,,,,Y,,Y,,,
PALV,Big River Lakes,,-152.3,60.816667,12.2,Metar site,PALV,,S_West,,,,,,Y,,Y,,,
PAMB,Manokotak,,-159.05,58.656667,15.5,Metar site,PAMB,,S_West,,,,,,Y,,Y,,,
PAMC,McGrath,,-155.605833,62.9,103,Metar site,PAMC,,Kuskokwim,,,,,,Y,,Y,,,
PAMD,Middleton Island,,-146.3,59.45,15.2,Metar site,PAMD,,Copper,,,,,,Y,,Y,,,
PAMH,Minchumina,,-152.298333,63.881111,213.7,Metar site,PAMH,,Tanana,,,,,,Y,,Y,,,
PAMK,Saint Michael,,-162.116111,63.495556,28.3,Metar site,PAMK,,S_West,,,,,,Y,,Y,,,
PAML,Manley Hot Springs,,-150.641667,64.998333,83.8,Metar site,PAML,,Tanana,,,,,,Y,,Y,,,
PAMM,Metlakatla,,-131.575,55.129167,0.6,Metar site,PAMM,,Southeast,,,,,,Y,,Y,,,
PAMO,Mountain Village,,-163.789167,62.105278,102.1,Metar site,PAMO,,S_West,,,,,,Y,,Y,,,
PAMR,Merrill Field,,-149.855,61.216944,41.8,Metar site,PAMR,,Anch,,,,,,Y,,Y,,,
PAMX,McCarthy,,-142.999722,61.41,381,Metar site,PAMX,,Copper,,,,,,Y,,Y,,,
PAMY,Mekoryuk,,-166.268333,60.371667,14,Metar site,PAMY,,S_West,,,,,,Y,,Y,,,
PANC,Anchorage,,-150.026111,61.169722,40.2,Metar site,PANC,,Anch,,,,,,Y,,Y,,,
PANI,Aniak,,-159.541667,61.581667,26.2,Metar site,PANI,,Kuskokwim,,,,,,Y,,Y,,,
PANN,Nenana,,-149.083889,64.547778,110.3,Metar site,PANN,,Tanana,,,,,,Y,,Y,,,
PANT,Annette,,-131.576111,55.030278,33.5,Metar site,PANT,,Southeast,,,,,,Y,,Y,,,
PANV,Anvik,,-160.188333,62.646667,99.1,Metar site,PANV,,Midyukon,,,,,,Y,,Y,,,
PANW,New Stuyahok,,-157.373056,59.451389,110.9,Metar site,PANW,,S_West,,,,,,Y,,Y,,,
PAOH,Hoonah,,-135.45,58.116667,12.2,Metar site,PAOH,,Southeast,,,,,,Y,,Y,,,
PAOM,Nome,,-165.435556,64.511944,6.7,Metar site,PAOM,,Northsl,,,,,,Y,,Y,,,
PAOR,Northway Airport,,-141.926667,62.961667,522.1,Metar site,PAOR,,Tanana,,,,,,Y,,Y,,,
PAOT,Kotzebue,,-162.604167,66.885833,4.9,Metar site,PAOT,,Northsl,,,,,,Y,,Y,,,
PAOU,Nelson Lagoon,,-161.160278,56.0075,4.3,Metar site,PAOU,,S_West,,,,,,Y,,Y,,,
PAPB,Saint George Island,,-169.663056,56.576944,27.4,Metar site,PAPB,,S_West,,,,,,Y,,Y,,,
PAPG,Petersburg,,-132.943333,56.801667,35.1,Metar site,PAPG,,Southeast,,,,,,Y,,Y,,,
PAPH,Port Heiden,,-158.63,56.96,28,Metar site,PAPH,,S_West,,,,,,Y,,Y,,,
PAPM,Platinum,,-161.82,59.01,4.6,Metar site,PAPM,,S_West,,,,,,Y,,Y,,,
